Table,Parameter,Abbreviation,Units,Foliage Nature,Species,Value,Source
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Larix occidentalis,270,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Picea engelmannii,411,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,660,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,1400,Fahey et al. 1985
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus echinata,346,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus elliottii,984,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus lambertiana,404,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus monticola,433,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus palustris,1310,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus ponderosa,867,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus strobus,555,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus strobus,1250,Berg et al. 1984
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pinus taeda,716,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pseudotsuga menziesii,943,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pseudotsuga menziesii,667,Aber and Melillo 1980
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Pseudotsuga menziesii,1040,Edmonds 1987
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Sequoia,822,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Tsuga canadensis,458,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Tsuga heterophylla,991,Edmonds 1987
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Tsuga/Picea,769,Grier 1978
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Wood,710,Harmon et al. 1986
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Deciduous broad leaf forest,Acer,556,McClaugherty et al. 1985
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Deciduous broad leaf forest,Carya,468,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Deciduous broad leaf forest,Castanea,654,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Deciduous broad leaf forest,Eucalyptus,819,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Deciduous broad leaf forest,Juglans nigra,470,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Deciduous broad leaf forest,Liriodendron tulipifera,535,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Deciduous broad leaf forest,Quercus alba,451,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Deciduous broad leaf forest,Quercus rubra,479,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Deciduous broad leaf forest,Quercus stellata,492,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Deciduous broad leaf forest,Quercus velutina,676,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C+C696 per kg N,Deciduous broad leaf forest,Wood,421,Harmon et al. 1986
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Abies grandis,10,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Juniperus virginia,6,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea abies,7.8,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea abies,8,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea abies,6.8,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea abies,9.4,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea abies,9.4,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea abies,9.4,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea abies,6.4,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea abies,6.4,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea abies,6.8,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea glauca,7,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea mariana,7.4,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea mariana,9.76,Kloeppel et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Picea sitchensis,9.8,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus albicaulis,10.2,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus albicaulis,7.58,Kloeppel et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus banksiana,8.2,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus contorta,8,Gower 1987
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus contorta,7.6,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus contorta,9.76,Kloeppel et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus ponderosa,2.4,Cregg 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus ponderosa,2.08,Cregg 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus ponderosa,2.01,Cregg 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus ponderosa,2.44,Cregg 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus ponderosa,2.25,Cregg 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus resinosa,8,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus resinosa,5.6,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus resinosa,10,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus strobus,11.4,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus strobus,14.8,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus strobus,14.8,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pinus sylvestris,6.8,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pseudotsuga menziesii,9,Gower 1987
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pseudotsuga menziesii,8.74,Kloeppel et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Pseudotsuga menziesii,8.76,Kloeppel et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Thuja occidentalis,9,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Tsuga heterophylla,21,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Evergreen needle leaf forest,Tsuga mertensiana,9.2,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix decidua,24.6,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix decidua,16,Matyssek and Schulze 1987
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix eurolepsis,17.9,Matyssek and Schulze 1987
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix laricina,23.2,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix laricina,24.8,Kloeppel et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix leptolepsis,28.2,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix leptolepsis,18.8,Matyssek and Schulze 1987
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix lyallii,26.4,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix lyallii,21.2,Richards 1981
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix occidentalis,16.8,Gower 1987
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix occidentalis,15.2,Gower and Richards 1990
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix occidentalis,26.4,Kloeppel et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix occidentalis,22.8,Kloeppel et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix occidentalis,24,Kloeppel et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous needle leaf forest,Larix occidentalis,25.6,Kloeppel et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer negundo,44.4,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer rubrum,33.2,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer rubrum,46.6,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer saccharum,26.6,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer saccharum,23.6,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer saccharum,52.6,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer saccharum,36.6,Burton et al. 1991
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer saccharum,44,Burton et al. 1991
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer saccharum,35.4,Burton et al. 1991
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer saccharum,34.4,Burton et al. 1991
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer saccharum,42.8,Burton et al. 1991
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Acer saccharum,31.1,Jose and Gillespie 1996
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Betula lenta,44.4,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Betula nigra,23.6,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Betula pendula,33.3,Kull and Niinemets 1993
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Betula pumila,19.6,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Beureria cumanensis,23.3,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Bulnesia arborea,22,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Carya cordiformis,50,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Carya glabra,26.9,Jose and Gillespie 1996
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Carya ovata,22.4,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Castanea dentata,34.5,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Celtis occidentalis,24.2,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Celtis tenuifolia,23.5,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Coccoloba liebmannii,25,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Cochlospermum vitifolium,37,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Cornus alternifolia,26.7,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Cornus florida,21.6,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Fagus grandifolia,29.3,Jose and Gillespie 1996
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Fagus sylvatica,27.8,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Fagus sylvatica,48,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Fagus sylvatica,37,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Fagus sylvatica,37.8,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Fagus sylvatica,38.8,Bauer et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Forchhammeria pallida,28.6,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Fraxinus americana,26.4,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Fraxinus americana,27.6,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Fraxinus americana,30.8,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Fraxinus nigra,52.6,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Genipa caruto,20.8,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Godmania macrocarpa,16.3,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Humboldtiella arborea,54.1,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Ilex verticillata,24.4,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Jacquinia pungens,20,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Juglans nigra,61,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Juglans nigra,30.8,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Liriodendron tulipifera,20.5,Jose and Gillespie 1996
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Lonchocarpus dipteroneurus,48.8,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Lonicera x bella,21.8,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Luehea candida,46.5,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Mansoa verrucifera,35.1,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Morus rubra,36.4,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Pereskia guamacho,37,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Pithecellobium carabobense,23.5,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Pithecellobium dulce,30.3,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Pithecellobium ligustrinum,30.8,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus deltoides,21.8,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,24.8,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,25.2,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,22.4,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,26.6,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,24.4,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,21.4,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,32,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,29,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,27.4,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,29.2,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,30,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus hybrid,23.4,Heilman and Fu-Guang 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Populus tremuloides,24.2,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Prunus pensylvanica,30.8,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Prunus serotina,19.8,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Prunus serotina,50,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Prunus serotina,40,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Prunus serotina,26.7,Jose and Gillespie 1996
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Quercus alba,20.4,Jose and Gillespie 1996
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Quercus ellipsoidalis,19,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Quercus ellipsoidalis,37,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Quercus macrocarpa,22.8,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Quercus macrocarpa,33.3,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Quercus prinus,19.9,Jose and Gillespie 1996
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Quercus rubra,26.2,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Quercus rubra,27,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Quercus rubra,20.2,Jose and Gillespie 1996
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Quercus velutina,25,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Randia aculeata,60.6,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Rhamnus cathartica,22,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Rubus allighaniensis,54,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Salix dasyclados,27.2,Kull et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Salix viminalis,30.1,Kull et al. 1998
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Sassafras albidum,30.8,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Tabebuia billergiana,38.5,Holbrook et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Tillia americana,66.7,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Tropical deciduous forest,36.4,Maass et al. 1995
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Ulmus americana,16.8,Reich et al. 1995a
A.5.1,Specific Leaf Area,SLA,kg C per m2,Deciduous broad leaf forest,Ulmus rubra,22.2,Abrams et al. 1994
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Aegilops ovata,46.2,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Agropyron sp.,55,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Andropogon gerardii,32.8,Knapp 1985
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Andropogon gerardii,41.5,Knapp 1985
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Avena barbata,50.8,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Avenula bromoides,36.8,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Brachypodium distachyon,65.6,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Brachypodium phoenicoides,31.4,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Brachypodium phoenicoides,33.2,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Brachypodium retusum,35.4,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Brachypodium retusum,36.8,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Bromus erectus,34,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Bromus erectus,40.4,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Bromus erectus,44,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Bromus hordeaceus,56.4,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Bromus lanceolatus,57.6,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Bromus madritensis,74,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Bromus madritensis,71.6,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Dactylis glomerata,40.8,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Dactylis glomerata,43.6,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Desmazeria rigida,46.6,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Dichantium ischaemum,58,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Grass,15.8,McWilliam et al. 1993
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Hordeum murinum,58.8,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Lolium rigidum,50.6,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Melica ciliata,49.8,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Melica ciliata,43,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Panicum virgatum,37.1,Knapp 1985
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Panicum virgatum,39,Knapp 1985
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Paspalum dilatatum,66,Clark et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Phleum pratense,54.2,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Trifolium repens,50,Clark et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Trifolium repens,68,Clark et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Trifolium repens,88,Clark et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Grass,Vulpia ciliata,75.4,Garnier et al. 1997
A.5.1,Specific Leaf Area,SLA,kg C per m2,Shrub,Gaultheria antipoda,17.6,Ko¨rner et al. 1986
A.5.1,Specific Leaf Area,SLA,kg C per m2,Shrub,Gaultheria antipoda,18.1,Ko¨rner et al. 1986
A.5.1,Specific Leaf Area,SLA,kg C per m2,Shrub,Gaultheria depressa,14.7,Ko¨rner et al. 1986
A.5.1,Specific Leaf Area,SLA,kg C per m2,Shrub,Gaultheria depressa,14.6,Ko¨rner et al. 1986
A.5.1,Specific Leaf Area,SLA,kg C per m2,Shrub,Ledum palustre,5.62,Kudo 1995
